year,month,product_code,y,income_outcome
1999,11,8421,25630,0
1999,11,8450,47445,0
1999,11,8509,1698,0
1999,11,8516,163464,0
1999,11,8528,3056,0
1999,12,8414,34802250,1
1999,12,8415,5486544,1
1999,12,8418,15265715,1
1999,12,8421,9253384,1
1999,12,8422,22109400,1
1999,12,8450,5729974,1
1999,12,8508,2865843,1
1999,12,8509,1854874,1
1999,12,8516,3621957,1
1999,12,8528,8487397,1
1999,12,8531,2701013,1
1999,12,8414,2274,0
1999,12,8415,1038611,0
1999,12,8418,221991,0
1999,12,8421,108284,0
1999,12,8516,10339,0
1999,12,8528,704891,0
1999,12,8531,1744,0
2000,1,8414,22608776,1
2000,1,8415,3281862,1
2000,1,8418,13169421,1
2000,1,8421,6504435,1
2000,1,8422,7308202,1
2000,1,8450,2746727,1
2000,1,8508,2079555,1
2000,1,8509,1801559,1
2000,1,8516,2381008,1
2000,1,8528,9193725,1
2000,1,8531,1810150,1
2000,1,8415,140610,0
2000,1,8418,228597,0
2000,1,8421,185221,0
2000,1,8450,45055,0
2000,1,8508,1026,0
2000,1,8509,30524,0
2000,1,8516,210758,0
2000,1,8528,80199,0
2000,2,8414,17873558,1
2000,2,8415,7349555,1
2000,2,8418,15460778,1
2000,2,8421,17502192,1
2000,2,8422,19177787,1
2000,2,8450,12297117,1
2000,2,8508,3206744,1
2000,2,8509,2212573,1
2000,2,8516,7175116,1
2000,2,8528,5322814,1
2000,2,8531,1938210,1
2000,2,8414,1056,0
2000,2,8415,215159,0
2000,2,8418,110870,0
2000,2,8421,45604,0
2000,2,8450,130905,0
2000,2,8509,25538,0
2000,2,8516,2043,0
2000,2,8528,21111,0
2000,3,8414,20791275,1
2000,3,8415,5246466,1
2000,3,8418,23063304,1
2000,3,8421,13621101,1
2000,3,8422,14433835,1
2000,3,8450,8870937,1
2000,3,8508,1438363,1
2000,3,8509,4129566,1
2000,3,8516,2831232,1
2000,3,8528,12771971,1
2000,3,8531,2097623,1
2000,3,8415,744935,0
2000,3,8418,2162066,0
2000,3,8421,160492,0
2000,3,8450,2058,0
2000,3,8516,77278,0
2000,3,8528,11542,0
2000,4,8414,16450273,1
2000,4,8415,6750364,1
2000,4,8418,21733899,1
2000,4,8421,6634150,1
2000,4,8422,5814539,1
2000,4,8450,7264530,1
2000,4,8508,938306,1
2000,4,8509,2714626,1
2000,4,8516,4514289,1
2000,4,8528,5566372,1
2000,4,8531,2578862,1
2000,4,8414,1207,0
2000,4,8415,1205535,0
2000,4,8418,150486,0
2000,4,8421,77884,0
2000,4,8450,1712,0
2000,4,8509,15103,0
2000,4,8516,426138,0
2000,4,8528,7032,0
2000,5,8414,26822383,1
2000,5,8415,4791928,1
2000,5,8418,17976647,1
2000,5,8421,12979307,1
2000,5,8422,14651720,1
2000,5,8450,9099344,1
2000,5,8508,2568597,1
2000,5,8509,2938222,1
2000,5,8516,9414662,1
2000,5,8528,11000756,1
2000,5,8531,2327768,1
2000,5,8414,1195044,0
2000,5,8415,737147,0
2000,5,8418,1921109,0
2000,5,8421,427721,0
2000,5,8422,3059391,0
2000,5,8509,6143,0
2000,5,8516,9166,0
2000,6,8414,18839715,1
2000,6,8415,6995531,1
2000,6,8418,17991413,1
2000,6,8421,9990312,1
2000,6,8422,17440359,1
2000,6,8450,4115253,1
2000,6,8508,3390975,1
2000,6,8509,4766731,1
2000,6,8516,5544310,1
2000,6,8528,7699839,1
2000,6,8531,4306336,1
2000,6,8414,352715,0
2000,6,8415,468571,0
2000,6,8418,11478,0
2000,6,8421,34260,0
2000,6,8450,2837,0
2000,6,8516,83963,0
2000,6,8528,600624,0
2000,7,8414,21790721,1
2000,7,8415,9852698,1
2000,7,8418,11597389,1
2000,7,8421,10308992,1
2000,7,8422,9987273,1
2000,7,8450,11285054,1
2000,7,8508,3419293,1
2000,7,8509,4320760,1
2000,7,8516,9956365,1
2000,7,8528,13772871,1
2000,7,8531,2078704,1
2000,7,8414,4089,0
2000,7,8415,172340,0
2000,7,8418,143754,0
2000,7,8421,112425,0
2000,7,8422,6919,0
2000,7,8508,16122,0
2000,7,8509,16465,0
2000,7,8516,641,0
2000,7,8528,3904,0
2000,8,8414,24562903,1
2000,8,8415,7118993,1
2000,8,8418,27814609,1
2000,8,8421,9369854,1
2000,8,8422,13453072,1
2000,8,8450,11041863,1
2000,8,8508,2303884,1
2000,8,8509,4194322,1
2000,8,8516,5789858,1
2000,8,8528,9825486,1
2000,8,8531,1662350,1
2000,8,8414,34040,0
2000,8,8415,825982,0
2000,8,8418,316981,0
2000,8,8421,411816,0
2000,8,8422,73083,0
2000,8,8450,9595,0
2000,8,8509,6960,0
2000,8,8516,156607,0
2000,8,8528,5986,0
2000,9,8414,12935713,1
2000,9,8415,1973814,1
2000,9,8418,20233732,1
2000,9,8421,6822185,1
2000,9,8422,12225145,1
2000,9,8450,4359203,1
2000,9,8508,1322174,1
2000,9,8509,2215448,1
2000,9,8516,2863408,1
2000,9,8528,9115155,1
2000,9,8531,2198237,1
2000,9,8414,33615,0
2000,9,8415,10382,0
2000,9,8418,579005,0
2000,9,8421,203207,0
2000,9,8422,1820,0
2000,9,8450,25240,0
2000,9,8509,9240,0
2000,9,8516,2076,0
2000,9,8528,226473,0
2000,10,8414,21358721,1
2000,10,8415,2419833,1
2000,10,8418,14535648,1
2000,10,8421,7229340,1
2000,10,8422,5356567,1
2000,10,8450,9579395,1
2000,10,8508,2649502,1
2000,10,8509,2785100,1
2000,10,8516,4513343,1
2000,10,8528,10247193,1
2000,10,8531,2878570,1
2000,10,8414,8357,0
2000,10,8415,897957,0
2000,10,8418,1593788,0
2000,10,8421,84616,0
2000,10,8422,97419,0
2000,10,8450,2457,0
2000,10,8509,6615,0
2000,10,8516,4800,0
2000,10,8528,22993,0
2000,11,8414,14866149,1
2000,11,8415,2171607,1
2000,11,8418,16186770,1
2000,11,8421,7821407,1
2000,11,8422,6907129,1
2000,11,8450,11281225,1
2000,11,8508,4875293,1
2000,11,8509,4319687,1
2000,11,8516,6177840,1
2000,11,8528,5968662,1
2000,11,8531,2412536,1
2000,11,8414,11960,0
2000,11,8415,251927,0
2000,11,8418,56783,0
2000,11,8421,151612,0
2000,11,8422,14205,0
2000,11,8450,852,0
2000,11,8508,14205,0
2000,11,8509,7776,0
2000,11,8528,1750,0
2000,12,8414,15476326,1
2000,12,8415,6640566,1
2000,12,8418,15949892,1
2000,12,8421,6851732,1
2000,12,8422,11140292,1
2000,12,8450,4685436,1
2000,12,8508,3032393,1
2000,12,8509,2560956,1
2000,12,8516,4002882,1
2000,12,8528,7998353,1
2000,12,8531,2628769,1
2000,12,8414,14387,0
2000,12,8415,335941,0
2000,12,8418,178385,0
2000,12,8422,642785,0
2000,12,8450,75053,0
2000,12,8508,2597,0
2000,12,8509,742,0
2000,12,8516,3710,0
2001,1,8414,13065366,1
2001,1,8415,4290099,1
2001,1,8418,14162759,1
2001,1,8421,12110980,1
2001,1,8422,13018528,1
2001,1,8450,7278973,1
2001,1,8508,1617505,1
2001,1,8509,3736729,1
2001,1,8516,4948425,1
2001,1,8528,5480546,1
2001,1,8531,3786131,1
2001,1,8414,8028,0
2001,1,8415,222007,0
2001,1,8418,1233223,0
2001,1,8421,142179,0
2001,1,8422,4081,0
2001,1,8508,3647,0
2001,1,8509,371,0
2001,2,8414,25998550,1
2001,2,8415,8687303,1
2001,2,8418,16507880,1
2001,2,8421,8165863,1
2001,2,8422,15523518,1
2001,2,8450,6493755,1
2001,2,8508,3985695,1
2001,2,8509,6929726,1
2001,2,8516,4015641,1
2001,2,8528,3080467,1
2001,2,8531,1349167,1
2001,2,8414,46060,0
2001,2,8415,186280,0
2001,2,8418,170416,0
2001,2,8421,236214,0
2001,2,8509,300,0
2001,2,8516,2825,0
2001,2,8528,928,0
2001,3,8414,20668184,1
2001,3,8415,2321547,1
2001,3,8418,17980303,1
2001,3,8421,4818509,1
2001,3,8422,16105266,1
2001,3,8450,9037732,1
2001,3,8508,1236056,1
2001,3,8509,4072764,1
2001,3,8516,5339534,1
2001,3,8528,3622483,1
2001,3,8531,1352115,1
2001,3,8414,86276,0
2001,3,8415,345498,0
2001,3,8418,366029,0
2001,3,8421,49443,0
2001,3,8422,124804,0
2001,3,8450,3710,0
2001,3,8516,33290,0
2001,3,8528,1113,0
2001,4,8414,15994172,1
2001,4,8415,7693519,1
2001,4,8418,17934563,1
2001,4,8421,7173998,1
2001,4,8422,16060883,1
2001,4,8450,7697043,1
2001,4,8508,1644872,1
2001,4,8509,5042163,1
2001,4,8516,4648776,1
2001,4,8528,4802653,1
2001,4,8531,1137910,1
2001,4,8414,59442,0
2001,4,8415,71249,0
2001,4,8418,1361810,0
2001,4,8421,102842,0
2001,4,8422,9627,0
2001,4,8450,6489,0
2001,4,8508,557,0
2001,4,8509,445,0
2001,4,8516,27532,0
2001,4,8528,2783,0
2001,5,8414,16960653,1
2001,5,8415,9253987,1
2001,5,8418,20891241,1
2001,5,8421,6367550,1
2001,5,8422,12871644,1
2001,5,8450,13481239,1
2001,5,8508,3422602,1
2001,5,8509,4655873,1
2001,5,8516,5150737,1
2001,5,8528,5468049,1
2001,5,8531,2021196,1
2001,5,8414,2389,0
2001,5,8415,43069,0
2001,5,8418,91440,0
2001,5,8421,1139115,0
2001,5,8422,407388,0
2001,5,8450,500,0
2001,5,8508,6903,0
2001,5,8509,3139,0
2001,5,8516,28782,0
2001,5,8528,2092,0
2001,6,8414,22290902,1
2001,6,8415,8159341,1
2001,6,8418,15183945,1
2001,6,8421,5032238,1
2001,6,8422,8478567,1
2001,6,8450,7743541,1
2001,6,8508,552918,1
2001,6,8509,5018616,1
2001,6,8516,5071085,1
2001,6,8528,3776332,1
2001,6,8531,2399379,1
2001,6,8414,41643,0
2001,6,8415,88180,0
2001,6,8418,455538,0
2001,6,8421,123914,0
2001,6,8422,81851,0
2001,6,8508,2515,0
2001,6,8509,896,0
2001,6,8516,4752,0
2001,6,8528,2903,0
2001,6,8531,14710,0
2001,7,8414,23369317,1
2001,7,8415,13531476,1
2001,7,8418,24926354,1
2001,7,8421,5729280,1
2001,7,8422,8991628,1
2001,7,8450,6581298,1
2001,7,8508,3245501,1
2001,7,8509,1282353,1
2001,7,8516,3867594,1
2001,7,8528,7473312,1
2001,7,8531,1987504,1
2001,7,8414,36456,0
2001,7,8415,7740,0
2001,7,8418,317601,0
2001,7,8421,236558,0
2001,7,8450,66545,0
2001,7,8508,8906,0
2001,7,8516,52001,0
2001,7,8528,261225,0
2001,8,8414,23190403,1
2001,8,8415,7004727,1
2001,8,8418,20667842,1
2001,8,8421,7731212,1
2001,8,8422,6640914,1
2001,8,8450,9983503,1
2001,8,8508,1848127,1
2001,8,8509,4755460,1
2001,8,8516,2168306,1
2001,8,8528,6019088,1
2001,8,8531,3174837,1
2001,8,8415,42320,0
2001,8,8418,278073,0
2001,8,8421,266048,0
2001,8,8509,778,0
2001,8,8516,17486,0
2001,9,8414,18783826,1
2001,9,8415,6601681,1
2001,9,8418,22109360,1
2001,9,8421,12595854,1
2001,9,8422,7605437,1
2001,9,8450,9017959,1
2001,9,8508,2113888,1
2001,9,8509,4091587,1
2001,9,8516,5577345,1
2001,9,8528,2311306,1
2001,9,8531,3342514,1
2001,9,8415,8205,0
2001,9,8418,1085693,0
2001,9,8421,246553,0
2001,9,8422,18789,0
2001,9,8509,2569,0
2001,9,8516,4968,0
2001,10,8414,17625306,1
2001,10,8415,8634486,1
2001,10,8418,30116327,1
2001,10,8421,6445118,1
2001,10,8422,3578438,1
2001,10,8450,9016218,1
2001,10,8508,3069263,1
2001,10,8509,4914173,1
2001,10,8516,11371667,1
2001,10,8528,8586669,1
2001,10,8531,4400404,1
2001,10,8414,13923,0
2001,10,8415,39479,0
2001,10,8418,1897147,0
2001,10,8421,509188,0
2001,10,8450,977,0
2001,10,8509,3308,0
2001,10,8516,4072,0
2001,10,8528,61900,0
2001,11,8414,10464610,1
2001,11,8415,3404531,1
2001,11,8418,11395529,1
2001,11,8421,3116632,1
2001,11,8422,10963468,1
2001,11,8450,10776690,1
2001,11,8508,2332696,1
2001,11,8509,1303024,1
2001,11,8516,2643669,1
2001,11,8528,7853766,1
2001,11,8531,1291185,1
2001,11,8414,1792,0
2001,11,8415,260623,0
2001,11,8418,85588,0
2001,11,8421,227735,0
2001,11,8422,37360,0
2001,11,8508,10828,0
2001,12,8414,10948626,1
2001,12,8415,5453271,1
2001,12,8418,14858904,1
2001,12,8421,2963535,1
2001,12,8422,5091452,1
2001,12,8450,10067478,1
2001,12,8508,1898806,1
2001,12,8509,4800135,1
2001,12,8516,4585633,1
2001,12,8528,5222517,1
2001,12,8531,2030360,1
2001,12,8415,12326,0
2001,12,8418,888561,0
2001,12,8421,1227374,0
2001,12,8422,405900,0
2001,12,8450,61516,0
2001,12,8516,49702,0
2001,12,8528,600434,0
2002,1,8414,14984441,1
2002,1,8415,13271418,1
2002,1,8418,41652818,1
2002,1,8421,8717563,1
2002,1,8422,17280266,1
2002,1,8450,13559823,1
2002,1,8508,3932768,1
2002,1,8509,4148885,1
2002,1,8516,4653146,1
2002,1,8528,4663738,1
2002,1,8531,3562873,1
2002,1,8414,62964,0
2002,1,8415,48205,0
2002,1,8418,1207821,0
2002,1,8421,905751,0
2002,1,8422,98841,0
2002,1,8450,19888,0
2002,1,8509,5570,0
2002,1,8516,162050,0
2002,1,8528,710341,0
2002,2,8414,10248349,1
2002,2,8415,3968624,1
2002,2,8418,22479450,1
2002,2,8421,3655766,1
2002,2,8422,6258062,1
2002,2,8450,8772031,1
2002,2,8508,508483,1
2002,2,8509,2815000,1
2002,2,8516,4011482,1
2002,2,8528,2763561,1
2002,2,8531,1652648,1
2002,2,8414,4026,0
2002,2,8415,31798,0
2002,2,8418,157427,0
2002,2,8421,339070,0
2002,2,8509,221733,0
2002,2,8528,815119,0
2002,3,8414,14424145,1
2002,3,8415,8762979,1
2002,3,8418,14567641,1
2002,3,8421,7319180,1
2002,3,8422,8087673,1
2002,3,8450,14357065,1
2002,3,8508,3373023,1
2002,3,8509,4900128,1
2002,3,8516,4876569,1
2002,3,8528,7635269,1
2002,3,8531,1635001,1
2002,3,8414,25764,0
2002,3,8415,46841,0
2002,3,8418,512574,0
2002,3,8421,584603,0
2002,3,8422,505,0
2002,3,8450,23242,0
2002,3,8516,28928,0
2002,3,8528,417580,0
2002,4,8414,21695345,1
2002,4,8415,15368716,1
2002,4,8418,21824540,1
2002,4,8421,4588493,1
2002,4,8422,5040061,1
2002,4,8450,17645210,1
2002,4,8508,2448306,1
2002,4,8509,3937405,1
2002,4,8516,5548597,1
2002,4,8528,8792921,1
2002,4,8531,2652111,1
2002,4,8414,48659,0
2002,4,8415,8091,0
2002,4,8418,494207,0
2002,4,8421,358680,0
2002,4,8450,181276,0
2002,4,8509,192854,0
2002,4,8516,92650,0
2002,4,8528,559905,0
2002,4,8531,43749,0
2002,5,8414,16577329,1
2002,5,8415,8081809,1
2002,5,8418,16525608,1
2002,5,8421,7775755,1
2002,5,8422,2649358,1
2002,5,8450,3414164,1
2002,5,8508,2350978,1
2002,5,8509,4210079,1
2002,5,8516,3814615,1
2002,5,8528,6819059,1
2002,5,8531,4042274,1
2002,5,8414,400056,0
2002,5,8415,71569,0
2002,5,8418,837855,0
2002,5,8421,413227,0
2002,5,8450,19309,0
2002,5,8508,16244,0
2002,5,8509,40680,0
2002,5,8516,13058,0
2002,5,8528,567879,0
2002,6,8414,37104914,1
2002,6,8415,12845188,1
2002,6,8418,29503391,1
2002,6,8421,5973549,1
2002,6,8422,9088772,1
2002,6,8450,9722553,1
2002,6,8508,5035642,1
2002,6,8509,5900498,1
2002,6,8516,4115247,1
2002,6,8528,3529832,1
2002,6,8531,3730506,1
2002,6,8414,141443,0
2002,6,8415,59104,0
2002,6,8418,75624,0
2002,6,8421,200844,0
2002,6,8422,33351,0
2002,6,8450,73970,0
2002,6,8508,39588,0
2002,6,8509,37766,0
2002,6,8516,22532,0
2002,6,8528,389127,0
2002,7,8414,21848097,1
2002,7,8415,24072078,1
2002,7,8418,30639049,1
2002,7,8421,6926628,1
2002,7,8422,7834681,1
2002,7,8450,9697712,1
2002,7,8508,2046431,1
2002,7,8509,4266330,1
2002,7,8516,4821738,1
2002,7,8528,8978761,1
2002,7,8531,1665417,1
2002,7,8414,275968,0
2002,7,8415,140065,0
2002,7,8418,1355657,0
2002,7,8421,36116,0
2002,7,8422,10396,0
2002,7,8450,124548,0
2002,7,8508,1745,0
2002,7,8509,6363235,0
2002,7,8516,26130,0
2002,7,8528,1797035,0
2002,8,8414,28275578,1
2002,8,8415,14400767,1
2002,8,8418,21286700,1
2002,8,8421,8620082,1
2002,8,8422,7397983,1
2002,8,8450,15077449,1
2002,8,8508,3621148,1
2002,8,8509,7464470,1
2002,8,8516,6002763,1
2002,8,8528,9835253,1
2002,8,8531,4620987,1
2002,8,8414,11540,0
2002,8,8415,44197,0
2002,8,8418,525609,0
2002,8,8421,916136,0
2002,8,8422,453752,0
2002,8,8509,23730,0
2002,8,8516,8136,0
2002,8,8528,259873,0
2002,9,8414,21025514,1
2002,9,8415,5554246,1
2002,9,8418,31783125,1
2002,9,8421,12550192,1
2002,9,8422,5072787,1
2002,9,8450,7419352,1
2002,9,8508,2083037,1
2002,9,8509,3199199,1
2002,9,8516,8495925,1
2002,9,8528,13481564,1
2002,9,8531,2365392,1
2002,9,8414,181944,0
2002,9,8415,7368,0
2002,9,8418,450201,0
2002,9,8421,293610,0
2002,9,8422,108480,0
2002,9,8450,248220,0
2002,9,8509,198230,0
2002,9,8516,7232,0
2002,9,8528,2400351,0
2002,10,8414,16867757,1
2002,10,8415,5633460,1
2002,10,8418,16958696,1
2002,10,8421,10926895,1
2002,10,8422,4072996,1
2002,10,8450,13167725,1
2002,10,8508,2845652,1
2002,10,8509,4400097,1
2002,10,8516,6143588,1
2002,10,8528,19458111,1
2002,10,8531,4732975,1
2002,10,8414,439130,0
2002,10,8415,11907,0
2002,10,8418,735626,0
2002,10,8421,11231,0
2002,10,8422,7500,0
2002,10,8450,244853,0
2002,10,8509,5000,0
2002,10,8516,39109,0
2002,10,8528,126329,0
2002,11,8414,13291790,1
2002,11,8415,7574951,1
2002,11,8418,16787422,1
2002,11,8421,4337129,1
2002,11,8422,4017419,1
2002,11,8450,8327237,1
2002,11,8508,3180337,1
2002,11,8509,4397495,1
2002,11,8516,4052620,1
2002,11,8528,3159539,1
2002,11,8531,1399853,1
2002,11,8414,441928,0
2002,11,8415,145882,0
2002,11,8418,5049841,0
2002,11,8421,226221,0
2002,11,8422,7131706,0
2002,11,8450,241775,0
2002,11,8509,17899,0
2002,11,8516,248586,0
2002,12,8414,14806592,1
2002,12,8415,6409073,1
2002,12,8418,26866950,1
2002,12,8421,6975237,1
2002,12,8422,4154863,1
2002,12,8450,10302211,1
2002,12,8508,2768126,1
2002,12,8509,7308443,1
2002,12,8516,9257280,1
2002,12,8528,10142415,1
2002,12,8531,2789101,1
2002,12,8414,73089,0
2002,12,8415,31410,0
2002,12,8418,2178770,0
2002,12,8421,199604,0
2002,12,8422,86285,0
2002,12,8450,63519,0
2002,12,8509,104313,0
2002,12,8528,3108740,0
2003,1,8414,20531383,1
2003,1,8415,7977677,1
2003,1,8418,16424823,1
2003,1,8421,6419601,1
2003,1,8422,11941218,1
2003,1,8450,18093685,1
2003,1,8508,2909557,1
2003,1,8509,2944939,1
2003,1,8516,5550590,1
2003,1,8528,7156848,1
2003,1,8531,1454366,1
2003,1,8414,333370,0
2003,1,8415,14418,0
2003,1,8418,1204090,0
2003,1,8421,336346,0
2003,1,8450,133206,0
2003,1,8509,5949,0
2003,1,8516,149642,0
2003,1,8528,2704,0
2003,2,8414,11544790,1
2003,2,8415,6248839,1
2003,2,8418,9895307,1
2003,2,8421,5712954,1
2003,2,8422,6125752,1
2003,2,8450,4421640,1
2003,2,8508,2214988,1
2003,2,8509,5395905,1
2003,2,8516,3406653,1
2003,2,8528,11662092,1
2003,2,8531,1847061,1
2003,2,8414,3772,0
2003,2,8415,111792,0
2003,2,8418,276780,0
2003,2,8421,1296377,0
2003,2,8450,2107,0
2003,2,8508,72007,0
2003,2,8516,84147,0
2003,2,8528,212874,0
2003,3,8414,24537949,1
2003,3,8415,12373525,1
2003,3,8418,34368070,1
2003,3,8421,5819979,1
2003,3,8422,8992949,1
2003,3,8450,14968130,1
2003,3,8508,662483,1
2003,3,8509,4445739,1
2003,3,8516,7800192,1
2003,3,8528,13421986,1
2003,3,8531,2564277,1
2003,3,8414,576,0
2003,3,8415,63342,0
2003,3,8418,1551723,0
2003,3,8421,1341943,0
2003,3,8422,12899,0
2003,3,8450,2188,0
2003,3,8528,58033,0
2003,3,8531,6426,0
2003,4,8414,20563058,1
2003,4,8415,4857120,1
2003,4,8418,17632395,1
2003,4,8421,7289513,1
2003,4,8422,7738775,1
2003,4,8450,22440168,1
2003,4,8508,4641464,1
2003,4,8509,3295232,1
2003,4,8516,7758622,1
2003,4,8528,13847675,1
2003,4,8531,4678658,1
2003,4,8414,130184,0
2003,4,8415,72927,0
2003,4,8418,729247,0
2003,4,8421,426845,0
2003,4,8508,5326,0
2003,4,8516,95573,0
2003,4,8528,336349,0
2003,5,8414,30185076,1
2003,5,8415,17631614,1
2003,5,8418,29104944,1
2003,5,8421,11204685,1
2003,5,8422,43078921,1
2003,5,8450,20644247,1
2003,5,8508,2242731,1
2003,5,8509,4655700,1
2003,5,8516,8858845,1
2003,5,8528,19968758,1
2003,5,8531,2410796,1
2003,5,8414,133162,0
2003,5,8415,172086,0
2003,5,8421,1489991,0
2003,5,8516,900,0
2003,5,8528,51086,0
2003,6,8414,24077065,1
2003,6,8415,13130749,1
2003,6,8418,19987204,1
2003,6,8421,9177918,1
2003,6,8422,4757297,1
2003,6,8450,19677459,1
2003,6,8508,1489857,1
2003,6,8509,5894778,1
2003,6,8516,5468497,1
2003,6,8528,14514948,1
2003,6,8531,1456667,1
2003,6,8414,72689,0
2003,6,8415,82928,0
2003,6,8418,26828,0
2003,6,8421,516881,0
2003,6,8422,746,0
2003,6,8450,17940,0
2003,6,8509,25049,0
2003,6,8516,909,0
2003,6,8528,15915,0
2003,6,8531,22524,0
2003,7,8414,23958512,1
2003,7,8415,10736183,1
2003,7,8418,22225277,1
2003,7,8421,9653007,1
2003,7,8422,5056138,1
2003,7,8450,13152558,1
2003,7,8508,692234,1
2003,7,8509,4401420,1
2003,7,8516,4143919,1
2003,7,8528,17041233,1
2003,7,8531,1915177,1
2003,7,8415,62693,0
2003,7,8418,920413,0
2003,7,8421,666963,0
2003,7,8422,20966,0
2003,7,8508,10514,0
2003,7,8509,83573,0
2003,7,8528,8002,0
2003,8,8414,33415675,1
2003,8,8415,19296280,1
2003,8,8418,28562933,1
2003,8,8421,11044551,1
2003,8,8422,5710646,1
2003,8,8450,17292423,1
2003,8,8508,313094,1
2003,8,8509,4179914,1
2003,8,8516,3952423,1
2003,8,8528,10412859,1
2003,8,8531,1922459,1
2003,8,8414,12544,0
2003,8,8415,9813,0
2003,8,8418,4017,0
2003,8,8421,1545910,0
2003,8,8450,221060,0
2003,8,8509,137969,0
2003,8,8516,3100,0
2003,8,8528,5065133,0
2003,9,8414,28581695,1
2003,9,8415,14984916,1
2003,9,8418,25630455,1
2003,9,8421,8408257,1
2003,9,8422,12350801,1
2003,9,8450,21755451,1
2003,9,8508,2102905,1
2003,9,8509,6888543,1
2003,9,8516,5313928,1
2003,9,8528,11386504,1
2003,9,8531,3036817,1
2003,9,8414,19601,0
2003,9,8415,127694,0
2003,9,8418,114240,0
2003,9,8421,1534956,0
2003,9,8422,76682,0
2003,9,8450,125675,0
2003,9,8509,14620,0
2003,9,8528,6273,0
2003,10,8414,25582321,1
2003,10,8415,7828165,1
2003,10,8418,16002561,1
2003,10,8421,6991786,1
2003,10,8422,6923726,1
2003,10,8450,3502917,1
2003,10,8508,1097356,1
2003,10,8509,7854881,1
2003,10,8516,3684370,1
2003,10,8528,9466918,1
2003,10,8531,2179508,1
2003,10,8415,18865,0
2003,10,8418,395731,0
2003,10,8421,1244760,0
2003,10,8528,617,0
2003,11,8414,26174094,1
2003,11,8415,4051364,1
2003,11,8418,14408312,1
2003,11,8421,7273482,1
2003,11,8422,5756976,1
2003,11,8450,16410489,1
2003,11,8508,2549617,1
2003,11,8509,5061639,1
2003,11,8516,5195790,1
2003,11,8528,6418608,1
2003,11,8531,1161219,1
2003,11,8415,38940,0
2003,11,8418,669233,0
2003,11,8421,414457,0
2003,11,8422,9545,0
2003,11,8516,69902,0
2003,11,8528,166889,0
2003,12,8414,42302314,1
2003,12,8415,7788111,1
2003,12,8418,33582824,1
2003,12,8421,17061988,1
2003,12,8422,7475327,1
2003,12,8450,23045709,1
2003,12,8508,1288586,1
2003,12,8509,5609175,1
2003,12,8516,10342097,1
2003,12,8528,18574094,1
2003,12,8531,4505847,1
2003,12,8414,101401,0
2003,12,8415,1624558,0
2003,12,8418,2727327,0
2003,12,8421,437802,0
2003,12,8422,105066,0
2003,12,8450,20837,0
2003,12,8508,338009,0
2003,12,8509,53838,0
2003,12,8516,412915,0
2003,12,8528,1548,0
2004,1,8414,22941411,1
2004,1,8415,7009643,1
2004,1,8418,27257040,1
2004,1,8421,7531546,1
2004,1,8422,7606254,1
2004,1,8450,32769614,1
2004,1,8508,4707050,1
2004,1,8509,4760873,1
2004,1,8516,8968408,1
2004,1,8528,24318376,1
2004,1,8531,773380,1
2004,1,8414,1049951,0
2004,1,8415,50958,0
2004,1,8418,1229462,0
2004,1,8421,1072553,0
2004,1,8422,117156,0
2004,1,8450,171222,0
2004,1,8509,52685,0
2004,1,8528,10346261,0
2004,2,8414,17890879,1
2004,2,8415,7245241,1
2004,2,8418,17067188,1
2004,2,8421,10931559,1
2004,2,8422,5972580,1
2004,2,8450,11304418,1
2004,2,8508,1973285,1
2004,2,8509,5451264,1
2004,2,8516,5695078,1
2004,2,8528,10616068,1
2004,2,8531,1030980,1
2004,2,8414,1375758,0
2004,2,8415,112196,0
2004,2,8418,2116199,0
2004,2,8421,776574,0
2004,2,8422,9255,0
2004,2,8450,2871767,0
2004,2,8508,2590,0
2004,2,8509,1807297,0
2004,2,8516,86130,0
2004,2,8528,8433786,0
2004,3,8414,27274844,1
2004,3,8415,18381660,1
2004,3,8418,28464233,1
2004,3,8421,19412583,1
2004,3,8422,26674313,1
2004,3,8450,18171349,1
2004,3,8508,4026224,1
2004,3,8509,6417666,1
2004,3,8516,10774276,1
2004,3,8528,12016131,1
2004,3,8531,2649726,1
2004,3,8414,109343,0
2004,3,8415,24340,0
2004,3,8418,1410430,0
2004,3,8421,706380,0
2004,3,8422,9824,0
2004,3,8450,694863,0
2004,3,8508,1859,0
2004,3,8509,1381289,0
2004,3,8516,163330,0
2004,3,8528,1668898,0
2004,4,8414,29363735,1
2004,4,8415,7439314,1
2004,4,8418,36061404,1
2004,4,8421,14719360,1
2004,4,8422,11169185,1
2004,4,8450,6598715,1
2004,4,8508,1657343,1
2004,4,8509,2525935,1
2004,4,8516,3993867,1
2004,4,8528,13576398,1
2004,4,8531,1881295,1
2004,4,8414,178841,0
2004,4,8415,99443,0
2004,4,8418,261632,0
2004,4,8421,343499,0
2004,4,8422,139104,0
2004,4,8508,62100,0
2004,4,8516,510511,0
2004,4,8528,54114,0
2004,5,8414,25329055,1
2004,5,8415,15919916,1
2004,5,8418,16173645,1
2004,5,8421,14341818,1
2004,5,8422,4489422,1
2004,5,8450,10197841,1
2004,5,8508,2183101,1
2004,5,8509,6319839,1
2004,5,8516,8506237,1
2004,5,8528,12710592,1
2004,5,8531,3268679,1
2004,5,8414,563649,0
2004,5,8415,41967,0
2004,5,8418,1266965,0
2004,5,8421,1019542,0
2004,5,8450,1170429,0
