year,month,product_code,y,income_outcome
2004,5,8509,349811,0
2004,5,8516,16767,0
2004,5,8528,1586088,0
2004,6,8414,27575955,1
2004,6,8415,7192707,1
2004,6,8418,20954899,1
2004,6,8421,6583603,1
2004,6,8422,6680199,1
2004,6,8450,9441820,1
2004,6,8508,2288920,1
2004,6,8509,7977027,1
2004,6,8516,8992537,1
2004,6,8528,15043277,1
2004,6,8531,4943485,1
2004,6,8414,6581353,0
2004,6,8415,88569,0
2004,6,8418,2541642,0
2004,6,8421,641265,0
2004,6,8450,3163808,0
2004,6,8509,1328021,0
2004,6,8516,4676,0
2004,6,8528,5253000,0
2004,7,8414,48202041,1
2004,7,8415,19196512,1
2004,7,8418,16625374,1
2004,7,8421,13589592,1
2004,7,8422,14610698,1
2004,7,8450,11410154,1
2004,7,8508,2363718,1
2004,7,8509,6890983,1
2004,7,8516,8836260,1
2004,7,8528,12369752,1
2004,7,8531,1557163,1
2004,7,8414,14895,0
2004,7,8415,607670,0
2004,7,8418,212805,0
2004,7,8421,342535,0
2004,7,8508,311,0
2004,7,8509,13360,0
2004,7,8516,435,0
2004,7,8528,2202,0
2004,8,8414,35395113,1
2004,8,8415,19771075,1
2004,8,8418,11027764,1
2004,8,8421,11728485,1
2004,8,8422,32678470,1
2004,8,8450,14993863,1
2004,8,8508,4600993,1
2004,8,8509,107750174,1
2004,8,8516,9079146,1
2004,8,8528,18903142,1
2004,8,8531,6189443,1
2004,8,8414,33966,0
2004,8,8415,934564,0
2004,8,8418,778217,0
2004,8,8421,1246048,0
2004,8,8450,247464,0
2004,8,8516,2820,0
2004,8,8528,485744,0
2004,8,8531,11542,0
2004,9,8414,21488453,1
2004,9,8415,4612274,1
2004,9,8418,21428971,1
2004,9,8421,12746988,1
2004,9,8422,12835292,1
2004,9,8450,4239424,1
2004,9,8508,1599847,1
2004,9,8509,3647539,1
2004,9,8516,7216011,1
2004,9,8528,18564736,1
2004,9,8531,4594904,1
2004,9,8414,345975,0
2004,9,8415,806991,0
2004,9,8418,1243883,0
2004,9,8421,896727,0
2004,9,8422,36311,0
2004,9,8450,331614,0
2004,9,8508,1991032,0
2004,9,8509,1872,0
2004,9,8516,153731,0
2004,9,8528,70799,0
2004,10,8414,38589829,1
2004,10,8415,3021673,1
2004,10,8418,14629405,1
2004,10,8421,9612368,1
2004,10,8422,15950930,1
2004,10,8450,9263341,1
2004,10,8508,739027,1
2004,10,8509,4952208,1
2004,10,8516,6144056,1
2004,10,8528,18611721,1
2004,10,8531,2234715,1
2004,10,8414,5222323,0
2004,10,8415,162971,0
2004,10,8418,1433866,0
2004,10,8421,700940,0
2004,10,8422,36864,0
2004,10,8450,1102053,0
2004,10,8508,2012,0
2004,10,8509,1781183,0
2004,10,8516,5768,0
2004,10,8528,3921375,0
2004,11,8414,38587475,1
2004,11,8415,2761763,1
2004,11,8418,11930038,1
2004,11,8421,11521303,1
2004,11,8422,10639187,1
2004,11,8450,9097405,1
2004,11,8508,12964,1
2004,11,8509,3280525,1
2004,11,8516,5918499,1
2004,11,8528,9899821,1
2004,11,8531,4654975,1
2004,11,8414,29296,0
2004,11,8415,155203,0
2004,11,8418,491441,0
2004,11,8421,3262366,0
2004,11,8450,2172,0
2004,11,8508,625,0
2004,11,8509,1874,0
2004,11,8531,32176,0
2004,12,8414,26487092,1
2004,12,8415,6737512,1
2004,12,8418,23503950,1
2004,12,8421,18049924,1
2004,12,8422,19253948,1
2004,12,8450,6238640,1
2004,12,8508,256314,1
2004,12,8509,5237757,1
2004,12,8516,12433839,1
2004,12,8528,11712099,1
2004,12,8531,2364160,1
2004,12,8414,102138,0
2004,12,8415,26563,0
2004,12,8418,1356001,0
2004,12,8421,1710424,0
2004,12,8516,41756,0
2004,12,8528,549120,0
2004,12,8531,940413,0
2005,1,8414,19230390,1
2005,1,8415,3913338,1
2005,1,8418,17619455,1
2005,1,8421,14474557,1
2005,1,8422,9004438,1
2005,1,8450,5662909,1
2005,1,8508,33588,1
2005,1,8509,3730142,1
2005,1,8516,7996990,1
2005,1,8528,7097354,1
2005,1,8531,2415927,1
2005,1,8414,3603,0
2005,1,8415,285017,0
2005,1,8418,2579616,0
2005,1,8421,1065045,0
2005,1,8422,12357,0
2005,1,8450,3600,0
2005,1,8516,379678,0
2005,2,8414,22574709,1
2005,2,8415,3275766,1
2005,2,8418,11356112,1
2005,2,8421,8583784,1
2005,2,8422,43273116,1
2005,2,8450,6270752,1
2005,2,8508,152963,1
2005,2,8509,8685907,1
2005,2,8516,9339583,1
2005,2,8528,10229988,1
2005,2,8531,3626869,1
2005,2,8414,855392,0
2005,2,8415,1631,0
2005,2,8418,2400666,0
2005,2,8421,914400,0
2005,2,8450,4459580,0
2005,2,8509,1742435,0
2005,2,8516,19041,0
2005,2,8528,7046702,0
2005,3,8414,43839189,1
2005,3,8415,7891657,1
2005,3,8418,12127526,1
2005,3,8421,13618696,1
2005,3,8422,13721587,1
2005,3,8450,11000655,1
2005,3,8508,105444,1
2005,3,8509,3980520,1
2005,3,8516,9934867,1
2005,3,8528,20204726,1
2005,3,8531,4030956,1
2005,3,8414,108046,0
2005,3,8415,145639,0
2005,3,8418,112692,0
2005,3,8421,1135254,0
2005,3,8422,29932,0
2005,3,8516,188140,0
2005,3,8528,731306,0
2005,3,8531,48094,0
2005,4,8414,51528146,1
2005,4,8415,6306446,1
2005,4,8418,37220403,1
2005,4,8421,20161841,1
2005,4,8422,22706491,1
2005,4,8450,23686871,1
2005,4,8508,76589,1
2005,4,8509,4279709,1
2005,4,8516,8146031,1
2005,4,8528,12733409,1
2005,4,8531,2918225,1
2005,4,8414,10259107,0
2005,4,8415,3426951,0
2005,4,8418,3322490,0
2005,4,8421,966685,0
2005,4,8450,7782839,0
2005,4,8509,3954074,0
2005,4,8516,133131,0
2005,4,8528,11534214,0
2005,5,8414,44653883,1
2005,5,8415,10842113,1
2005,5,8418,16394868,1
2005,5,8421,12060733,1
2005,5,8422,17255743,1
2005,5,8450,12662863,1
2005,5,8509,6199362,1
2005,5,8516,9604753,1
2005,5,8528,18469135,1
2005,5,8531,6369602,1
2005,5,8414,5390806,0
2005,5,8415,297030,0
2005,5,8418,3195964,0
2005,5,8421,1676555,0
2005,5,8422,1500,0
2005,5,8450,1690321,0
2005,5,8509,1579727,0
2005,5,8516,388208,0
2005,5,8528,9158196,0
2005,5,8531,1013484,0
2005,6,8414,33439221,1
2005,6,8415,17417167,1
2005,6,8418,29630837,1
2005,6,8421,23768067,1
2005,6,8422,7327342,1
2005,6,8450,9159730,1
2005,6,8508,643582,1
2005,6,8509,4521929,1
2005,6,8516,6258259,1
2005,6,8528,27732436,1
2005,6,8531,6702335,1
2005,6,8414,1652595,0
2005,6,8415,5105,0
2005,6,8418,601622,0
2005,6,8421,1144205,0
2005,6,8509,8880,0
2005,6,8516,333594,0
2005,6,8528,3112,0
2005,7,8414,39423102,1
2005,7,8415,16697965,1
2005,7,8418,30691540,1
2005,7,8421,14013766,1
2005,7,8422,16566685,1
2005,7,8450,10157174,1
2005,7,8508,447349,1
2005,7,8509,4183818,1
2005,7,8516,5438646,1
2005,7,8528,19609122,1
2005,7,8531,2842750,1
2005,7,8414,4186444,0
2005,7,8415,623953,0
2005,7,8418,3407415,0
2005,7,8421,994158,0
2005,7,8450,299998,0
2005,7,8509,242772,0
2005,7,8516,312765,0
2005,7,8528,6512849,0
2005,8,8414,26046435,1
2005,8,8415,7206859,1
2005,8,8418,17288819,1
2005,8,8421,16733476,1
2005,8,8422,19704988,1
2005,8,8450,15200363,1
2005,8,8508,77619,1
2005,8,8509,7274490,1
2005,8,8516,8744674,1
2005,8,8528,13028748,1
2005,8,8531,3123766,1
2005,8,8414,1200723,0
2005,8,8415,189542,0
2005,8,8418,461846,0
2005,8,8421,1710799,0
2005,8,8450,833203,0
2005,8,8509,550642,0
2005,8,8516,163105,0
2005,8,8528,972815,0
2005,9,8414,29610057,1
2005,9,8415,12658669,1
2005,9,8418,32704072,1
2005,9,8421,17786744,1
2005,9,8422,12414542,1
2005,9,8450,7456273,1
2005,9,8508,87598,1
2005,9,8509,7325809,1
2005,9,8516,8429627,1
2005,9,8528,20328538,1
2005,9,8531,7349734,1
2005,9,8414,1045820,0
2005,9,8415,211716,0
2005,9,8418,167954,0
2005,9,8421,510477,0
2005,9,8450,346668,0
2005,9,8508,1153,0
2005,9,8509,12913,0
2005,9,8528,1210,0
2005,10,8414,47238172,1
2005,10,8415,3074208,1
2005,10,8418,18795543,1
2005,10,8421,13461881,1
2005,10,8422,17827340,1
2005,10,8450,15047993,1
2005,10,8508,1476546,1
2005,10,8509,5106613,1
2005,10,8516,7040232,1
2005,10,8528,8998027,1
2005,10,8531,2336864,1
2005,10,8414,1415211,0
2005,10,8415,812638,0
2005,10,8418,914553,0
2005,10,8421,1295639,0
2005,10,8450,1065111,0
2005,10,8509,1115774,0
2005,10,8516,1021762,0
2005,10,8528,3092749,0
2005,11,8414,21574565,1
2005,11,8415,2943305,1
2005,11,8418,26346390,1
2005,11,8421,13357781,1
2005,11,8422,22111779,1
2005,11,8450,11104436,1
2005,11,8508,128957,1
2005,11,8509,8643998,1
2005,11,8516,9292740,1
2005,11,8528,8052697,1
2005,11,8531,8111784,1
2005,11,8414,3058191,0
2005,11,8415,1482956,0
2005,11,8418,3219346,0
2005,11,8421,578828,0
2005,11,8450,2780425,0
2005,11,8509,2855904,0
2005,11,8516,1731,0
2005,11,8528,7220077,0
2005,12,8414,42033620,1
2005,12,8415,9927142,1
2005,12,8418,24523189,1
2005,12,8421,10597627,1
2005,12,8422,16799353,1
2005,12,8450,17600657,1
2005,12,8508,72986,1
2005,12,8509,4769385,1
2005,12,8516,6054019,1
2005,12,8528,11468467,1
2005,12,8531,5023334,1
2005,12,8414,175913,0
2005,12,8415,357809,0
2005,12,8418,1001999,0
2005,12,8421,555554,0
2005,12,8450,1410741,0
2005,12,8509,37266,0
2005,12,8516,36122,0
2005,12,8528,1402093,0
2006,1,8414,24296487,1
2006,1,8415,1422930,1
2006,1,8418,17793666,1
2006,1,8421,16397791,1
2006,1,8422,10767333,1
2006,1,8450,17918827,1
2006,1,8509,4667200,1
2006,1,8516,4951940,1
2006,1,8528,12822783,1
2006,1,8531,1847715,1
2006,1,8414,7297927,0
2006,1,8415,970532,0
2006,1,8418,1906261,0
2006,1,8421,554176,0
2006,1,8450,2188143,0
2006,1,8509,1361904,0
2006,1,8516,25706,0
2006,1,8528,192840,0
2006,2,8414,51166914,1
2006,2,8415,2334933,1
2006,2,8418,10633458,1
2006,2,8421,13788953,1
2006,2,8422,6777594,1
2006,2,8450,4769947,1
2006,2,8508,848,1
2006,2,8509,5881834,1
2006,2,8516,5516853,1
2006,2,8528,9992312,1
2006,2,8531,1973036,1
2006,2,8414,1710683,0
2006,2,8415,206045,0
2006,2,8418,2043283,0
2006,2,8421,1579382,0
2006,2,8450,7570070,0
2006,2,8508,4018,0
2006,2,8509,1786980,0
2006,2,8516,31457,0
2006,2,8528,4257133,0
2006,3,8414,41324195,1
2006,3,8415,12289681,1
2006,3,8418,15625563,1
2006,3,8421,19092228,1
2006,3,8422,21088743,1
2006,3,8450,8236973,1
2006,3,8509,3058982,1
2006,3,8516,2290219,1
2006,3,8528,9720854,1
2006,3,8531,2569794,1
2006,3,8414,398953,0
2006,3,8415,3787,0
2006,3,8418,2597951,0
2006,3,8421,567398,0
2006,3,8450,11917,0
2006,3,8508,432,0
2006,3,8509,431310,0
2006,3,8516,1055725,0
2006,4,8414,34157242,1
2006,4,8415,5881997,1
2006,4,8418,21329138,1
2006,4,8421,29749307,1
2006,4,8422,19009263,1
2006,4,8450,5238782,1
2006,4,8508,234475,1
2006,4,8509,5077278,1
2006,4,8516,8049706,1
2006,4,8528,13103191,1
2006,4,8531,2115046,1
2006,4,8414,125409,0
2006,4,8415,31947,0
2006,4,8418,20135,0
2006,4,8421,1227152,0
2006,4,8422,865,0
2006,4,8450,62534,0
2006,4,8516,846833,0
2006,4,8528,15792,0
2006,5,8414,41213830,1
2006,5,8415,5708582,1
2006,5,8418,21279807,1
2006,5,8421,22544911,1
2006,5,8422,18695344,1
2006,5,8450,13457554,1
2006,5,8508,189624,1
2006,5,8509,8003927,1
2006,5,8516,5766491,1
2006,5,8528,16149178,1
2006,5,8531,3040027,1
2006,5,8414,10977570,0
2006,5,8415,545342,0
2006,5,8418,3424355,0
2006,5,8421,796070,0
2006,5,8422,268102,0
2006,5,8450,4984611,0
2006,5,8508,29080,0
2006,5,8509,2105738,0
2006,5,8516,3391596,0
2006,5,8528,3157362,0
2006,6,8414,45462884,1
2006,6,8415,9285037,1
2006,6,8418,28631078,1
2006,6,8421,26407901,1
2006,6,8422,21110858,1
2006,6,8450,16815348,1
2006,6,8508,541001,1
2006,6,8509,5818701,1
2006,6,8516,4193007,1
2006,6,8528,10601377,1
2006,6,8531,5135091,1
2006,6,8414,378755,0
2006,6,8415,56717,0
2006,6,8418,37174,0
2006,6,8450,18780,0
2006,6,8508,865,0
2006,6,8516,1379274,0
2006,7,8414,37723630,1
2006,7,8415,5425465,1
2006,7,8418,28599212,1
2006,7,8421,21664093,1
2006,7,8422,7797412,1
2006,7,8450,11887326,1
2006,7,8508,13887,1
2006,7,8509,4261836,1
2006,7,8516,7083656,1
2006,7,8528,16181916,1
2006,7,8531,6390009,1
2006,7,8414,5965123,0
2006,7,8415,1770618,0
2006,7,8418,5358077,0
2006,7,8421,1330839,0
2006,7,8422,287099,0
2006,7,8450,4483470,0
2006,7,8508,77671,0
2006,7,8509,890546,0
2006,7,8516,122229,0
2006,7,8528,1668266,0
2006,8,8414,32529696,1
2006,8,8415,5956574,1
2006,8,8418,25171841,1
2006,8,8421,12126352,1
2006,8,8422,26530183,1
2006,8,8450,15870692,1
2006,8,8508,227973,1
2006,8,8509,4780521,1
2006,8,8516,6046298,1
2006,8,8528,12182059,1
2006,8,8531,296960970,1
2006,8,8414,439344,0
2006,8,8415,704985,0
2006,8,8418,202029,0
2006,8,8421,937188,0
2006,8,8422,506051,0
2006,8,8450,393295,0
2006,8,8508,93028,0
2006,8,8509,254828,0
2006,8,8516,404461,0
2006,8,8528,130803,0
2006,9,8414,18834301,1
2006,9,8415,16134819,1
2006,9,8418,22971885,1
2006,9,8421,9240024,1
2006,9,8422,9766991,1
2006,9,8450,20663126,1
2006,9,8509,4090205,1
2006,9,8516,5277247,1
2006,9,8528,14905928,1
2006,9,8531,1390893,1
2006,9,8414,433183,0
2006,9,8415,51787,0
2006,9,8418,952230,0
2006,9,8421,1029696,0
2006,9,8422,235007,0
2006,9,8450,460,0
2006,9,8508,11492,0
2006,9,8509,458373,0
2006,9,8528,2337583,0
2006,10,8414,25715283,1
2006,10,8415,4770413,1
2006,10,8418,22752472,1
2006,10,8421,12118372,1
2006,10,8422,16312719,1
2006,10,8450,8743235,1
2006,10,8509,3425902,1
2006,10,8516,5589111,1
2006,10,8528,21312597,1
2006,10,8531,13628422,1
2006,10,8414,332082,0
2006,10,8415,3137718,0
2006,10,8418,1628406,0
2006,10,8421,712881,0
2006,10,8422,15967,0
2006,10,8450,2156793,0
2006,10,8508,5166,0
2006,10,8509,1084520,0
2006,10,8516,386745,0
2006,10,8528,610406,0
2006,11,8414,34679105,1
2006,11,8415,2566405,1
2006,11,8418,26999754,1
2006,11,8421,25423383,1
2006,11,8422,14061712,1
2006,11,8450,12514639,1
2006,11,8508,86856,1
2006,11,8509,5359867,1
2006,11,8516,6284218,1
2006,11,8528,12778204,1
2006,11,8531,1670766,1
2006,11,8414,2317440,0
2006,11,8415,455319,0
2006,11,8418,746655,0
2006,11,8421,536985,0
2006,11,8422,1390768,0
2006,11,8450,2878109,0
2006,11,8509,1805559,0
2006,11,8516,37663,0
2006,11,8528,1698340,0
2006,11,8531,15316,0
2006,12,8414,34002260,1
2006,12,8415,5440164,1
2006,12,8418,20503411,1
2006,12,8421,27058729,1
2006,12,8422,28428349,1
2006,12,8450,9867746,1
2006,12,8508,234437,1
2006,12,8509,5505595,1
2006,12,8516,8516355,1
2006,12,8528,19787950,1
2006,12,8531,3187080,1
2006,12,8414,56265,0
2006,12,8415,186309,0
2006,12,8418,527021,0
2006,12,8421,899371,0
2006,12,8422,487390,0
2006,12,8450,695449,0
2006,12,8508,16920,0
2006,12,8509,199044,0
2006,12,8516,48443,0
2007,1,8414,37429777,1
2007,1,8415,3384197,1
2007,1,8418,24740047,1
2007,1,8421,14506286,1
2007,1,8422,21718854,1
2007,1,8450,12184542,1
2007,1,8508,57631,1
2007,1,8509,6711883,1
2007,1,8516,4589854,1
2007,1,8528,4388675,1
2007,1,8531,4161904,1
2007,1,8414,1282196,0
2007,1,8415,315559,0
2007,1,8418,5660,0
2007,1,8421,538050,0
2007,1,8450,2625967,0
2007,1,8509,598753,0
2007,1,8516,43018,0
2007,1,8528,2469346,0
2007,2,8414,34218856,1
2007,2,8415,3753559,1
2007,2,8418,21100076,1
2007,2,8421,16018214,1
2007,2,8422,33714431,1
2007,2,8450,12410687,1
2007,2,8508,924615,1
2007,2,8509,1863739,1
2007,2,8516,6157239,1
2007,2,8528,15112426,1
2007,2,8531,2100612,1
2007,2,8414,29206,0
2007,2,8415,2552862,0
2007,2,8418,382838,0
2007,2,8421,852742,0
2007,2,8450,1141,0
2007,2,8516,2282,0
2007,3,8414,51591283,1
2007,3,8415,9050113,1
2007,3,8418,24931262,1
2007,3,8421,29564156,1
2007,3,8422,19404977,1
2007,3,8450,8069862,1
2007,3,8508,3884371,1
2007,3,8509,4789648,1
2007,3,8516,6286315,1
2007,3,8528,15827346,1
2007,3,8531,2523611,1
2007,3,8414,1678,0
2007,3,8415,515461,0
2007,3,8418,6569,0
2007,3,8421,1099075,0
2007,3,8450,2943841,0
2007,3,8516,108918,0
2007,3,8528,4003750,0
2007,4,8414,43941508,1
2007,4,8415,4700085,1
2007,4,8418,35631137,1
2007,4,8421,26691039,1
2007,4,8422,41433328,1
2007,4,8450,17097130,1
2007,4,8508,2917187,1
2007,4,8509,2763144,1
2007,4,8516,5698172,1
2007,4,8528,24612228,1
2007,4,8531,4762644,1
2007,4,8414,5408,0
2007,4,8415,584835,0
2007,4,8418,222236,0
2007,4,8421,423626,0
2007,4,8422,130923,0
2007,4,8450,30847,0
2007,4,8509,24061,0
2007,4,8516,154963,0
2007,4,8528,1816,0
2007,5,8414,55068758,1
2007,5,8415,9756495,1
2007,5,8418,55667255,1
2007,5,8421,46946920,1
2007,5,8422,27467368,1
2007,5,8450,14477724,1
2007,5,8508,3271979,1
2007,5,8509,3052618,1
2007,5,8516,10215557,1
2007,5,8528,16919588,1
2007,5,8531,4339005,1
2007,5,8414,5359774,0
2007,5,8415,868759,0
2007,5,8418,1429359,0
2007,5,8421,1998101,0
2007,5,8450,1164362,0
2007,5,8509,1285437,0
2007,5,8516,234891,0
2007,5,8528,748369,0
2007,6,8414,45914124,1
2007,6,8415,6346671,1
2007,6,8418,22563249,1
2007,6,8421,18385047,1
2007,6,8422,36803831,1
2007,6,8450,12591260,1
2007,6,8508,1222544,1
2007,6,8509,2027785,1
2007,6,8516,5731090,1
2007,6,8528,17012605,1
2007,6,8531,9181550,1
2007,6,8414,1232507,0
2007,6,8415,640411,0
2007,6,8418,199422,0
2007,6,8421,1424709,0
2007,6,8422,775089,0
2007,6,8450,528931,0
2007,6,8509,10649,0
2007,6,8528,756360,0
2007,7,8414,34624772,1
2007,7,8415,9570160,1
2007,7,8418,24531235,1
2007,7,8421,21228015,1
2007,7,8422,28548855,1
2007,7,8450,13275034,1
2007,7,8508,3208037,1
2007,7,8509,1106608,1
2007,7,8516,9196620,1
2007,7,8528,20091636,1
2007,7,8531,2882502,1
2007,7,8414,695732,0
2007,7,8415,521712,0
2007,7,8418,209620,0
2007,7,8421,726293,0
2007,7,8450,34025,0
2007,7,8509,15509,0
2007,7,8516,1273,0
2007,7,8528,39656,0
2007,8,8414,60905474,1
2007,8,8415,4545322,1
2007,8,8418,32890115,1
2007,8,8421,34965568,1
2007,8,8422,33640034,1
2007,8,8450,14028896,1
2007,8,8508,1937118,1
2007,8,8509,4182263,1
2007,8,8516,7786594,1
2007,8,8528,21410042,1
2007,8,8531,4973174,1
2007,8,8414,4433391,0
2007,8,8415,493887,0
2007,8,8418,300330,0
2007,8,8421,967181,0
2007,8,8450,487896,0
2007,8,8508,10200,0
2007,8,8509,390405,0
2007,8,8528,1384059,0
2007,9,8414,47261090,1
2007,9,8415,3762710,1
2007,9,8418,25139796,1
2007,9,8421,15145146,1
2007,9,8422,35803754,1
2007,9,8450,16029097,1
2007,9,8508,1616942,1
2007,9,8509,3421987,1
2007,9,8516,11652922,1
2007,9,8528,17972963,1
2007,9,8531,2234716,1
2007,9,8415,109359,0
2007,9,8418,30405,0
2007,9,8421,1550609,0
2007,9,8422,365085,0
2007,9,8450,143214,0
2007,9,8528,1803536,0
2007,10,8414,29556717,1
2007,10,8415,5482386,1
2007,10,8418,26695664,1
2007,10,8421,22081357,1
2007,10,8422,18070660,1
2007,10,8450,17353711,1
2007,10,8508,2720156,1
2007,10,8509,4061454,1
2007,10,8516,9584064,1
2007,10,8528,28947052,1
2007,10,8531,3765680,1
2007,10,8414,1500,0
2007,10,8415,23484,0
2007,10,8418,2380957,0
2007,10,8421,307301,0
2007,10,8509,47876,0
2007,10,8516,1080749,0
2007,10,8528,1299046,0
2007,10,8531,47532,0
2007,11,8414,67119625,1
2007,11,8415,9980115,1
2007,11,8418,31019819,1
2007,11,8421,50708690,1
2007,11,8422,40405850,1
2007,11,8450,18913415,1
2007,11,8508,3614883,1
2007,11,8509,4251123,1
2007,11,8516,13914124,1
2007,11,8528,26989664,1
2007,11,8531,4727016,1
2007,11,8414,10000,0
2007,11,8415,908667,0
2007,11,8418,187942,0
2007,11,8421,717611,0
2007,11,8450,88276,0
2007,11,8509,27313,0
2007,11,8516,93487,0
2007,11,8528,2676,0
2007,12,8414,42128240,1
2007,12,8415,10355925,1
2007,12,8418,34718307,1
2007,12,8421,26860720,1
2007,12,8422,36944237,1
2007,12,8450,16915336,1
2007,12,8508,103259029,1
2007,12,8509,4219111,1
2007,12,8516,10993760,1
2007,12,8528,21812922,1
2007,12,8531,5777410,1
2007,12,8414,1501129,0
2007,12,8415,400457,0
2007,12,8418,352231,0
2007,12,8421,2249882,0
2007,12,8422,646367,0
2007,12,8450,2612746,0
2007,12,8509,1661338,0
2007,12,8516,710861,0
2007,12,8528,3247930,0
2007,12,8531,935,0
2008,1,8414,131433178,1
2008,1,8415,77912685,1
2008,1,8418,84072836,1
2008,1,8421,64412058,1
2008,1,8422,74018090,1
2008,1,8450,56407225,1
2008,1,8508,6422460,1
2008,1,8509,4284608,1
2008,1,8516,12423409,1
2008,1,8528,35383752,1
2008,1,8531,5155069,1
2008,1,8414,4372245,0
2008,1,8415,10926051,0
2008,1,8418,52900706,0
2008,1,8421,807434,0
2008,1,8422,947063,0
2008,1,8450,1241227,0
2008,1,8509,33226,0
2008,1,8516,21153863,0
2008,1,8528,5327703,0
2008,2,8414,189973972,1
2008,2,8415,55383609,1
2008,2,8418,82410518,1
2008,2,8421,292044467,1
2008,2,8422,36454766,1
2008,2,8450,35906703,1
2008,2,8508,6892503,1
2008,2,8509,4522715,1
2008,2,8516,16510358,1
2008,2,8528,60147934,1
2008,2,8531,4654631,1
2008,2,8414,9826188,0
2008,2,8415,12515286,0
2008,2,8418,59727549,0
2008,2,8421,911154,0
2008,2,8422,1654,0
2008,2,8450,221681,0
2008,2,8509,1616713,0
2008,2,8516,9509589,0
2008,2,8528,2929120,0
2008,2,8531,198006,0
2008,3,8414,199813294,1
2008,3,8415,55915921,1
2008,3,8418,97804861,1
2008,3,8421,57446802,1
2008,3,8422,47587835,1
2008,3,8450,84448648,1
2008,3,8508,5993195,1
2008,3,8509,4017556,1
2008,3,8516,17481649,1
2008,3,8528,60235210,1
2008,3,8531,4310041,1
2008,3,8414,9222986,0
2008,3,8415,10178941,0
2008,3,8418,105155267,0
2008,3,8421,645746,0
2008,3,8422,55000,0
2008,3,8450,568818,0
2008,3,8516,13984981,0
2008,3,8528,387250,0
2008,4,8414,166284359,1
2008,4,8415,65514403,1
2008,4,8418,97434408,1
2008,4,8421,97315724,1
2008,4,8422,109474280,1
2008,4,8450,74446261,1
2008,4,8508,5086454,1
2008,4,8509,5425950,1
2008,4,8516,16972658,1
2008,4,8528,43978496,1
2008,4,8531,10474544,1
2008,4,8414,7769501,0
2008,4,8415,17702793,0
2008,4,8418,111220329,0
2008,4,8421,836460,0
2008,4,8422,124298,0
2008,4,8450,736165,0
2008,4,8509,1092,0
2008,4,8516,21235381,0
2008,4,8528,2319219,0
2008,4,8531,141674,0
2008,5,8414,139569979,1
2008,5,8415,78137339,1
2008,5,8418,112649925,1
2008,5,8421,96792982,1
2008,5,8422,93992313,1
2008,5,8450,44545828,1
2008,5,8508,5072618,1
2008,5,8509,7857229,1
2008,5,8516,26571831,1
2008,5,8528,92763196,1
2008,5,8531,9148750,1
2008,5,8414,2885188,0
2008,5,8415,16649730,0
2008,5,8418,107001382,0
2008,5,8421,1414066,0
2008,5,8422,206196,0
2008,5,8450,892395,0
2008,5,8508,9492,0
2008,5,8509,592877,0
2008,5,8516,17339799,0
2008,5,8528,2373989,0
2008,6,8414,246564438,1
2008,6,8415,83822591,1
2008,6,8418,113316041,1
2008,6,8421,66586367,1
2008,6,8422,77344852,1
2008,6,8450,62974114,1
2008,6,8508,4888943,1
2008,6,8509,5462515,1
2008,6,8516,20058017,1
2008,6,8528,40185561,1
2008,6,8531,3415339,1
2008,6,8414,3882791,0
2008,6,8415,18985823,0
2008,6,8418,84155485,0
2008,6,8421,1669015,0
2008,6,8422,3705040,0
2008,6,8450,762522,0
2008,6,8508,48277,0
2008,6,8509,462113,0
2008,6,8516,16903563,0
2008,6,8528,1423722,0
2008,7,8414,133176098,1
2008,7,8415,69771289,1
2008,7,8418,97191762,1
2008,7,8421,61392759,1
2008,7,8422,50371117,1
2008,7,8450,52908159,1
2008,7,8508,6660774,1
2008,7,8509,6418477,1
2008,7,8516,14916936,1
2008,7,8528,48000591,1
2008,7,8531,3314410,1
2008,7,8414,1140449,0
2008,7,8415,17250569,0
2008,7,8418,91747943,0
2008,7,8421,1340593,0
2008,7,8422,376477,0
2008,7,8450,3813908,0
2008,7,8509,1387863,0
2008,7,8516,26667970,0
2008,7,8528,3266135,0
2008,8,8414,175757220,1
2008,8,8415,58958643,1
2008,8,8418,96742856,1
2008,8,8421,71108787,1
2008,8,8422,89285844,1
2008,8,8450,55263710,1
2008,8,8508,6574628,1
2008,8,8509,4641398,1
2008,8,8516,19880594,1
2008,8,8528,58689187,1
2008,8,8531,7393897,1
2008,8,8414,2188000,0
2008,8,8415,17499492,0
2008,8,8418,74540437,0
2008,8,8421,786506,0
2008,8,8422,120549,0
2008,8,8450,1876333,0
2008,8,8509,541888,0
2008,8,8516,15364670,0
2008,8,8528,2678244,0
2008,9,8414,84584096,1
2008,9,8415,48959406,1
2008,9,8418,123704988,1
2008,9,8421,53549647,1
2008,9,8422,38831302,1
2008,9,8450,21969486,1
2008,9,8508,4286839,1
2008,9,8509,3655044,1
2008,9,8516,20262426,1
2008,9,8528,61161357,1
2008,9,8531,3428947,1
2008,9,8414,512847,0
2008,9,8415,13774407,0
2008,9,8418,43982784,0
2008,9,8421,1322747,0
2008,9,8450,1448649,0
2008,9,8509,462989,0
2008,9,8516,14863064,0
2008,9,8528,1731696,0
2008,10,8414,121525214,1
2008,10,8415,58970387,1
2008,10,8418,173342135,1
2008,10,8421,73802726,1
2008,10,8422,42602145,1
2008,10,8450,40092642,1
2008,10,8508,6095449,1
2008,10,8509,4143799,1
2008,10,8516,17673700,1
2008,10,8528,59786883,1
2008,10,8531,3563743,1
